Date,Username,Tweet
2018-11-17T21:40:32+00:00,OfficialProteas,Women's team is knocked out of the world cup.
2018-11-14T05:05:42+00:00,OfficialProteas,@realDonaldTrump It was days ago
2018-11-13T20:44:47+00:00,OfficialProteas,Rest in peace Stan Lee.
2018-11-12T18:31:52+00:00,OfficialProteas,In our current squad who's your favourite batsman and bowler?
2018-11-12T17:43:47+00:00,OfficialProteas,Anyone else who prefers Maharaj over Shamsi?
2018-11-12T15:48:18+00:00,OfficialProteas,How does it feel to win a series against Australia away? 😬
